log_id,machine_id,operator_id,timestamp,engine_hours,rpm,hydraulic_pressure,fuel_level,fuel_used_l,idle_time_min,active_time_min,speed_kph,tilt_angle,temperature_c,engine_load_pct,seatbelt,proximity_alert,fault_codes,weather,ground_condition,shift
1044,EXC005,OP007,2024-01-22 17:30:00,8440.1,1232,141.1,77.1,8.82,47,12,3.8,4.6,107.13522763468212,89.2,fastened,0,NONE,Rainy,Muddy,day
1045,EXC001,OP005,2024-01-22 18:00:00,9390.4,1865,243.3,95.8,16.53,22,118,0.4,6.1,108.12087241746744,85.7,fastened,0,NONE,Cloudy,Wet,day
1046,EXC002,OP007,2024-01-22 18:30:00,9952.7,2198,220.8,91.2,8.13,87,85,3.9,9.7,90.6,86.6,fastened,1,NONE,Sunny,Frozen,night
1047,EXC002,OP007,2024-01-22 19:00:00,5478.4,1357,315.00807995104395,13.4,10.77,62,43,15.3,7.8,63.0,44.0,fastened,0,P0562,Cloudy,Frozen,night
1048,EXC004,OP003,2024-01-22 19:30:00,5383.8,781,276.4,14.4,12.46,46,52,17.3,14.2,76.1,56.4,fastened,1,NONE,Sunny,Dry,day
1049,EXC003,OP009,2024-01-22 20:00:00,5732.9,1177,179.5,53.8,2.53,58,34,10.1,14.0,68.1,70.2,fastened,0,NONE,Windy,Frozen,night
1050,EXC003,OP009,2024-01-22 20:30:00,11631.0,2347,165.2,54.8,13.96,16,68,14.9,4.3,59.1,69.6,fastened,0,NONE,Cloudy,Muddy,night
1051,EXC005,OP004,2024-01-22 21:00:00,11157.3,2282,314.4677775391892,86.4,0.76,45,53,0.8,5.7,40.3,83.9,fastened,0,NONE,Windy,Muddy,night
1052,EXC001,OP001,2024-01-22 21:30:00,7510.7,1646,266.4,40.0,17.69,69,62,15.4,1.0,103.5,93.3,fastened,0,NONE,Windy,Wet,night
1053,EXC005,OP005,2024-01-22 22:00:00,3483.5,2040,209.2,53.9,10.45,85,53,5.2,8.4,40.2,81.6,unfastened,0,NONE,Windy,Muddy,night
1054,EXC002,OP007,2024-01-22 22:30:00,10814.9,755,174.0,24.4,3.44,67,41,3.2,10.4,81.9,67.9,fastened,0,NONE,Cloudy,Dry,night
1055,EXC001,OP008,2024-01-22 23:00:00,2134.1,1326,254.8,94.9,14.22,81,65,5.0,2.3,62.0,74.2,fastened,0,NONE,Cloudy,Dry,night
1056,EXC003,OP003,2024-01-22 23:30:00,1370.3,816,160.3,16.5,15.28,25,22,9.0,1.9,95.7,40.2,fastened,0,NONE,Sunny,Wet,day
1057,EXC002,OP005,2024-01-23 00:00:00,5033.3,2285,205.2,90.9,4.08,77,71,10.6,5.9,67.7,66.1,fastened,0,NONE,Sunny,Frozen,night
1058,EXC004,OP008,2024-01-23 00:30:00,8255.1,671,195.9,89.6,1.22,84,69,0.1,10.8,44.9,46.6,fastened,0,P0217,Cloudy,Frozen,night
1059,EXC004,OP006,2024-01-23 01:00:00,725.8,1192,159.5,9.8,9.68,71,23,6.2,21.6,42.1,82.4,fastened,0,NONE,Cloudy,Muddy,day
1060,EXC003,OP008,2024-01-23 01:30:00,3823.4,1349,273.9,78.7,11.71,87,105,12.7,20.1,61.3,85.3,fastened,0,NONE,Cloudy,Frozen,night
1061,EXC004,OP007,2024-01-23 02:00:00,9431.4,2202,255.6,37.1,3.44,49,114,13.5,8.8,72.8,98.0,fastened,0,NONE,Rainy,Frozen,day
1062,EXC001,OP002,2024-01-23 02:30:00,7944.7,1416,214.3,26.3,10.33,69,92,4.2,12.2,80.4,66.8,fastened,0,NONE,Windy,Wet,day
1063,EXC002,OP003,2024-01-23 03:00:00,1105.2,1343,252.1,43.2,9.71,81,114,4.4,12.3,97.9,45.0,fastened,0,NONE,Sunny,Dry,day
1064,EXC001,OP008,2024-01-23 03:30:00,2501.6,2296,316.8020735668762,92.8,15.61,18,112,12.2,7.5,59.9,48.1,fastened,0,NONE,Cloudy,Wet,day
1065,EXC004,OP008,2024-01-23 04:00:00,8729.5,1256,194.6,42.9,14.78,64,91,11.0,18.9,107.06610211606507,92.6,fastened,0,P0100,Sunny,Muddy,night
1066,EXC004,OP009,2024-01-23 04:30:00,1488.1,1960,232.0,28.1,2.81,66,49,8.9,6.4,48.0,51.4,fastened,1,NONE,Rainy,Wet,night
1067,EXC004,OP003,2024-01-23 05:00:00,215.5,658,186.6,54.8,12.87,44,32,9.8,9.4,100.3,61.1,fastened,0,NONE,Sunny,Frozen,night
1068,EXC002,OP001,2024-01-23 05:30:00,11912.9,1677,257.1,43.9,9.3,53,103,9.0,20.0,37.8,47.7,fastened,0,NONE,Windy,Wet,night
1069,EXC005,OP003,2024-01-23 06:00:00,7405.8,1911,214.9,6.8,8.66,58,63,7.3,7.6,94.3,87.5,fastened,0,NONE,Rainy,Frozen,day
1070,EXC004,OP005,2024-01-23 06:30:00,5204.5,978,184.2,22.7,3.34,40,89,14.2,11.2,51.4,57.5,fastened,0,NONE,Windy,Wet,night
1071,EXC003,OP002,2024-01-23 07:00:00,7205.2,1966,191.4,6.6,13.58,53,107,16.0,19.2,82.5,61.6,fastened,0,NONE,Rainy,Wet,day
1072,EXC002,OP002,2024-01-23 07:30:00,8075.2,2222,257.6,54.6,15.7,40,113,11.5,7.2,73.5,83.1,unfastened,0,NONE,Windy,Dry,night
1073,EXC005,OP002,2024-01-23 08:00:00,5996.5,696,114.5,65.9,4.1,42,85,4.9,21.2,76.2,74.6,fastened,0,NONE,Cloudy,Wet,day
1074,EXC004,OP002,2024-01-23 08:30:00,7931.0,948,284.4,73.2,1.01,40,41,17.5,4.5,108.4,74.5,unfastened,0,P0100,Windy,Muddy,day
1075,EXC005,OP004,2024-01-23 09:00:00,8532.0,604,112.6,24.8,11.16,64,18,1.6,15.1,77.9,42.9,fastened,0,NONE,Cloudy,Wet,day
1076,EXC002,OP009,2024-01-23 09:30:00,2235.5,2305,129.2,81.5,17.67,29,98,17.1,1.3,47.2,52.7,fastened,0,P0562,Cloudy,Wet,day
1077,EXC003,OP004,2024-01-23 10:00:00,5142.1,1124,278.2,44.0,12.38,9,12,10.0,11.8,62.8,56.0,fastened,0,NONE,Cloudy,Dry,day
1078,EXC001,OP003,2024-01-23 10:30:00,3724.9,2302,182.4,9.7,4.92,48,65,12.8,3.5,37.7,97.7,fastened,0,NONE,Windy,Muddy,day
1079,EXC003,OP006,2024-01-23 11:00:00,9588.5,1283,201.1,93.1,15.77,38,42,7.6,13.8,56.8,53.0,fastened,0,NONE,Windy,Muddy,day
1080,EXC003,OP007,2024-01-23 11:30:00,9261.9,2360,182.0,70.9,9.92,3,58,6.4,13.6,53.4,61.7,fastened,0,P0562,Rainy,Muddy,night
1081,EXC005,OP004,2024-01-23 12:00:00,9746.2,1611,120.5,58.4,9.42,47,106,4.0,9.2,81.5,51.2,fastened,0,NONE,Cloudy,Dry,day
1082,EXC004,OP001,2024-01-23 12:30:00,5306.0,1109,233.9,8.8,1.5,76,61,2.0,20.3,103.1,67.5,fastened,0,NONE,Cloudy,Frozen,night
1083,EXC005,OP003,2024-01-23 13:00:00,6946.4,1515,251.6,6.3,1.56,23,26,5.6,19.6,52.5,40.0,fastened,1,P0217,Rainy,Dry,day
1084,EXC005,OP001,2024-01-23 13:30:00,8496.7,847,141.8,58.7,10.64,80,57,4.6,16.2,97.8,86.6,fastened,0,NONE,Rainy,Wet,day
1085,EXC001,OP002,2024-01-23 14:00:00,3933.1,959,265.5,88.5,14.62,48,21,9.6,15.8,100.1,91.2,fastened,0,NONE,Cloudy,Dry,day
1086,EXC005,OP007,2024-01-23 14:30:00,11734.5,1731,122.0,66.5,13.68,35,106,15.4,1.5,80.6,68.4,fastened,0,P0217,Windy,Frozen,night
1087,EXC001,OP002,2024-01-23 15:00:00,4605.6,1955,270.5,5.5,16.96,78,14,1.5,7.1,85.9,89.0,fastened,0,P0562,Sunny,Wet,day
1088,EXC003,OP004,2024-01-23 15:30:00,6490.5,1361,254.3,65.6,9.3,85,113,13.4,4.5,93.9,40.3,fastened,0,P0100,Sunny,Muddy,night
1089,EXC005,OP004,2024-01-23 16:00:00,9938.8,2138,300.7,38.1,11.36,83,34,4.8,8.5,59.8,65.4,fastened,0,NONE,Sunny,Muddy,night
1090,EXC004,OP009,2024-01-23 16:30:00,8990.3,1299,279.0,16.6,11.48,69,82,11.5,2.4,108.9,49.9,fastened,0,NONE,Windy,Muddy,night
1091,EXC005,OP002,2024-01-23 17:00:00,6068.8,1273,285.8,82.1,7.15,56,107,11.3,7.0,60.5,62.6,fastened,0,NONE,Sunny,Muddy,day
1092,EXC003,OP001,2024-01-23 17:30:00,4959.1,632,310.7,59.8,0.55,87,31,13.3,12.6,36.8,64.5,unfastened,0,NONE,Rainy,Muddy,night
1093,EXC004,OP006,2024-01-23 18:00:00,7681.2,1309,285.8,73.8,15.18,77,112,0.3,3.7,88.6,79.4,unfastened,0,NONE,Windy,Muddy,day
1094,EXC003,OP007,2024-01-23 18:30:00,5285.0,1841,275.2,20.7,1.67,80,56,0.0,2.3,56.8,86.5,fastened,0,P0217,Cloudy,Dry,night
1095,EXC005,OP006,2024-01-23 19:00:00,7144.9,2223,143.1,16.0,17.29,74,66,3.0,15.5,32.2,94.6,fastened,0,NONE,Windy,Wet,day
1096,EXC001,OP008,2024-01-23 19:30:00,9619.8,1197,266.1,53.9,15.27,30,49,17.6,5.4,44.3,57.4,fastened,0,NONE,Cloudy,Dry,night
1097,EXC002,OP009,2024-01-23 20:00:00,1549.2,1478,239.2,55.1,2.32,87,118,6.2,10.5,59.5,80.0,fastened,0,NONE,Cloudy,Muddy,night
1098,EXC004,OP007,2024-01-23 20:30:00,8398.5,2240,311.5,60.3,2.64,89,83,11.3,18.4,47.0,88.6,fastened,0,NONE,Cloudy,Muddy,night
1099,EXC003,OP006,2024-01-23 21:00:00,740.6,1663,294.8099504408944,75.7,13.4,77,49,5.5,8.3,40.9,63.2,fastened,0,NONE,Cloudy,Muddy,night
1100,EXC005,OP007,2024-01-23 21:30:00,8834.7,1698,157.1,68.0,10.01,13,17,8.8,2.2,43.0,72.5,fastened,0,NONE,Cloudy,Frozen,night
1101,EXC003,OP003,2024-01-23 22:00:00,2588.9,1412,136.1,69.2,11.86,1,108,7.9,17.3,80.1,79.8,fastened,0,NONE,Sunny,Wet,night
1102,EXC001,OP003,2024-01-23 22:30:00,5971.2,728,161.9,21.6,5.57,87,81,3.4,16.2,40.3,44.6,fastened,0,NONE,Sunny,Frozen,night
1103,EXC004,OP004,2024-01-23 23:00:00,3277.2,2267,205.6,44.7,15.96,55,23,6.4,13.4,92.7,76.0,fastened,0,NONE,Cloudy,Muddy,night
1104,EXC002,OP008,2024-01-23 23:30:00,3930.7,1859,243.6,62.0,10.0,53,61,3.4,11.8,97.3,71.5,fastened,0,NONE,Sunny,Dry,night
1105,EXC003,OP009,2024-01-24 00:00:00,7581.8,1898,147.3,54.3,10.4,63,39,5.0,16.5,87.9,57.9,fastened,1,NONE,Cloudy,Dry,night
1106,EXC001,OP006,2024-01-24 00:30:00,5231.0,2038,151.2,33.9,17.84,62,38,7.5,7.8,49.6,97.7,fastened,0,P0562,Cloudy,Wet,day
1107,EXC005,OP007,2024-01-24 01:00:00,5902.1,647,166.4,94.7,14.0,3,62,14.3,7.3,76.1,44.7,fastened,0,NONE,Rainy,Frozen,day
1108,EXC003,OP008,2024-01-24 01:30:00,11987.4,2183,277.6,18.3,12.55,27,16,3.5,13.8,34.9,95.1,fastened,0,NONE,Sunny,Wet,night
1109,EXC005,OP003,2024-01-24 02:00:00,1547.2,754,180.4,97.6,15.67,48,37,3.5,3.7,105.4,77.0,unfastened,0,NONE,Rainy,Wet,night
1110,EXC003,OP002,2024-01-24 02:30:00,4672.8,1956,117.2,79.3,17.84,2,15,4.5,13.9,30.6,43.4,fastened,0,NONE,Sunny,Wet,day
1111,EXC005,OP008,2024-01-24 03:00:00,6409.5,2318,219.9,61.6,14.72,79,113,14.2,19.1,47.7,50.5,fastened,0,P0217,Sunny,Frozen,night
1112,EXC002,OP002,2024-01-24 03:30:00,9783.1,2306,101.3,17.1,14.61,14,108,4.5,11.3,36.6,85.4,fastened,0,P0217,Windy,Dry,night
1113,EXC001,OP002,2024-01-24 04:00:00,3460.5,1887,248.2,58.6,3.85,38,27,14.8,1.8,109.6,51.4,fastened,0,P0217,Windy,Muddy,day
1114,EXC003,OP004,2024-01-24 04:30:00,4786.8,2172,285.3,13.4,15.78,12,73,5.8,14.6,33.3,42.7,fastened,0,NONE,Rainy,Muddy,night
1115,EXC001,OP008,2024-01-24 05:00:00,9873.0,1619,136.6,93.5,15.92,5,34,5.5,19.1,30.1,71.7,fastened,0,NONE,Sunny,Frozen,night
1116,EXC005,OP004,2024-01-24 05:30:00,6411.4,1483,285.8,32.1,10.95,39,70,6.8,4.3,38.1,97.9,fastened,0,NONE,Windy,Wet,night
1117,EXC005,OP002,2024-01-24 06:00:00,10287.2,2054,249.4,43.0,11.89,69,60,8.1,13.5,100.5,62.0,fastened,0,NONE,Windy,Frozen,night
1118,EXC002,OP002,2024-01-24 06:30:00,865.7,2016,121.7,65.5,11.42,26,11,7.6,4.3,62.1,65.6,fastened,0,NONE,Rainy,Frozen,day
1119,EXC001,OP003,2024-01-24 07:00:00,3516.2,749,150.1,6.8,10.04,41,97,7.1,18.0,105.6,84.9,fastened,0,P0100,Cloudy,Dry,day
1120,EXC004,OP001,2024-01-24 07:30:00,6737.3,714,150.0,56.5,3.71,84,94,18.0,5.6,106.8,74.7,fastened,0,P0217,Cloudy,Wet,day
1121,EXC004,OP004,2024-01-24 08:00:00,1551.6,892,145.3,72.9,12.01,73,16,12.5,13.8,88.1,55.7,fastened,0,NONE,Sunny,Dry,night
1122,EXC004,OP001,2024-01-24 08:30:00,5833.3,1876,173.6,24.7,7.14,75,33,15.9,13.0,43.5,71.8,fastened,0,NONE,Windy,Frozen,night
1123,EXC003,OP009,2024-01-24 09:00:00,309.9,2062,299.7,19.6,9.89,88,22,16.1,8.2,107.7,66.7,fastened,0,NONE,Windy,Dry,day
1124,EXC003,OP001,2024-01-24 09:30:00,6105.5,751,149.3,51.3,16.27,48,52,7.7,19.8,65.1,40.9,fastened,0,P0562,Rainy,Frozen,day
1125,EXC002,OP002,2024-01-24 10:00:00,11051.8,880,301.77696289759103,56.0,2.41,55,59,14.0,19.8,67.2,46.2,fastened,0,NONE,Rainy,Frozen,night
1126,EXC002,OP001,2024-01-24 10:30:00,11385.0,649,220.9,46.7,17.22,76,81,8.5,7.5,80.9,75.1,fastened,0,NONE,Rainy,Wet,day
1127,EXC004,OP003,2024-01-24 11:00:00,3897.4,1109,213.7,33.1,10.44,61,79,10.7,7.7,87.3,48.6,fastened,1,P0562,Cloudy,Dry,day
1128,EXC005,OP009,2024-01-24 11:30:00,141.1,1504,248.2,43.9,17.12,52,24,13.2,14.4,107.0,84.6,fastened,0,P0100,Sunny,Frozen,day
1129,EXC002,OP006,2024-01-24 12:00:00,10954.6,1249,277.2,34.7,4.01,79,62,10.5,6.2,107.7,68.5,fastened,0,NONE,Cloudy,Wet,day
1130,EXC002,OP010,2024-01-24 12:30:00,6849.6,815,306.1721056161996,28.7,1.45,82,97,9.1,6.7,63.1,45.0,fastened,0,NONE,Sunny,Muddy,day
1131,EXC003,OP007,2024-01-24 13:00:00,7009.4,707,100.6,49.9,11.37,65,107,0.2,0.5,41.4,95.2,fastened,0,NONE,Windy,Wet,night
1132,EXC001,OP005,2024-01-24 13:30:00,9799.3,1185,187.6,42.6,9.72,67,101,17.5,2.1,103.2,88.6,fastened,0,P0217,Sunny,Wet,day
1133,EXC004,OP010,2024-01-24 14:00:00,4780.9,1116,139.4,46.4,13.36,23,42,0.7,14.5,39.5,77.1,unfastened,0,NONE,Windy,Wet,night
1134,EXC001,OP002,2024-01-24 14:30:00,5099.4,1993,133.4,5.0,11.03,66,67,2.2,7.1,74.2,83.2,fastened,0,NONE,Sunny,Muddy,day
1135,EXC004,OP002,2024-01-24 15:00:00,10232.7,2257,132.3,70.8,9.5,7,25,0.8,1.8,43.3,78.6,fastened,0,NONE,Rainy,Dry,night
1136,EXC005,OP004,2024-01-24 15:30:00,5949.3,1590,293.27427388578053,9.5,16.29,24,50,11.3,20.5,58.7,40.7,fastened,0,P0562,Windy,Muddy,night
1137,EXC005,OP010,2024-01-24 16:00:00,8856.1,720,111.3,24.6,6.16,71,40,5.4,6.5,72.4,76.0,fastened,0,NONE,Cloudy,Wet,night
1138,EXC001,OP009,2024-01-24 16:30:00,10869.9,1920,284.1,81.3,5.25,71,37,16.1,4.6,86.4,54.2,fastened,0,NONE,Windy,Dry,day
1139,EXC003,OP006,2024-01-24 17:00:00,4783.7,1576,305.6460920441978,98.5,14.57,42,106,10.7,11.5,108.0,95.0,fastened,0,NONE,Sunny,Frozen,day
1140,EXC003,OP010,2024-01-24 17:30:00,10678.3,865,190.0,99.2,6.65,65,89,14.1,18.3,103.5,63.7,fastened,0,NONE,Sunny,Dry,night
1141,EXC003,OP007,2024-01-24 18:00:00,3996.0,1142,193.6,61.3,10.35,43,103,2.6,19.2,71.6,80.9,fastened,0,NONE,Windy,Frozen,day
1142,EXC004,OP003,2024-01-24 18:30:00,11162.0,1464,249.2,29.6,11.25,7,47,7.4,6.7,55.0,48.6,fastened,0,NONE,Sunny,Frozen,day
1143,EXC005,OP001,2024-01-24 19:00:00,3733.9,1371,102.4,84.3,5.65,73,53,11.2,16.3,73.0,67.4,fastened,0,P0100,Rainy,Wet,night
1144,EXC003,OP001,2024-01-24 19:30:00,2887.3,2374,185.2,66.8,6.73,5,99,3.4,11.5,59.3,46.1,fastened,0,NONE,Cloudy,Dry,day
1145,EXC003,OP009,2024-01-24 20:00:00,8677.8,838,139.6,98.7,1.21,60,14,6.9,13.1,66.8,63.6,fastened,0,P0100,Sunny,Muddy,day
1146,EXC004,OP004,2024-01-24 20:30:00,11071.8,963,139.8,57.2,5.39,79,90,13.6,9.7,103.1,72.5,fastened,0,NONE,Cloudy,Muddy,night
1147,EXC003,OP005,2024-01-24 21:00:00,9241.0,2358,221.1,55.0,6.21,0,84,12.3,3.9,71.1,76.7,fastened,0,NONE,Rainy,Dry,night
1148,EXC002,OP004,2024-01-24 21:30:00,8907.5,752,154.1,9.2,0.79,88,48,16.2,18.0,33.3,62.9,fastened,0,NONE,Rainy,Frozen,night
1149,EXC005,OP001,2024-01-24 22:00:00,11679.0,1100,182.5,23.5,14.91,55,113,10.0,12.0,84.7,49.2,unfastened,0,NONE,Windy,Wet,night
1150,EXC004,OP001,2024-01-24 22:30:00,6733.6,1173,257.8,68.4,15.99,54,35,3.7,8.8,52.5,78.3,fastened,0,NONE,Sunny,Wet,day
1151,EXC003,OP008,2024-01-24 23:00:00,10662.7,2016,236.5,99.4,3.6,29,47,15.8,14.9,47.1,40.7,fastened,0,NONE,Cloudy,Frozen,day
1152,EXC001,OP007,2024-01-24 23:30:00,541.4,1972,309.7197642332526,50.2,11.1,15,49,17.3,9.4,91.3,86.9,fastened,0,NONE,Cloudy,Frozen,night
1153,EXC002,OP003,2024-01-25 00:00:00,1672.7,2162,110.9,7.8,8.23,2,50,8.7,18.7,43.2,79.2,unfastened,0,NONE,Sunny,Wet,night
1154,EXC002,OP002,2024-01-25 00:30:00,3330.8,773,311.5052030663262,43.0,2.74,37,47,1.5,3.0,78.7,84.9,fastened,0,NONE,Windy,Frozen,night
1155,EXC004,OP006,2024-01-25 01:00:00,11358.9,987,207.3,17.0,0.94,71,62,4.6,0.7,95.4,96.5,fastened,0,NONE,Cloudy,Wet,night
1156,EXC001,OP001,2024-01-25 01:30:00,2443.5,1440,318.85222968349314,96.2,12.11,1,115,13.5,12.5,54.0,59.0,fastened,0,NONE,Cloudy,Wet,night
1157,EXC002,OP003,2024-01-25 02:00:00,4658.7,1914,275.2,18.4,1.89,20,63,0.0,5.7,67.8,70.9,fastened,0,P0562,Rainy,Muddy,day
1158,EXC003,OP008,2024-01-25 02:30:00,522.8,1628,118.0,16.2,16.09,73,79,5.3,2.6,76.2,76.7,fastened,0,P0100,Windy,Wet,night
1159,EXC004,OP002,2024-01-25 03:00:00,1030.4,1539,287.0,48.5,14.32,39,83,6.6,0.7,81.3,74.0,fastened,1,NONE,Sunny,Muddy,night
1160,EXC001,OP008,2024-01-25 03:30:00,7033.5,2054,146.8,56.5,13.18,9,82,14.2,16.9,107.8,76.8,unfastened,0,NONE,Rainy,Muddy,night
1161,EXC004,OP009,2024-01-25 04:00:00,1263.1,956,177.2,73.1,15.25,88,46,7.9,21.1,101.1,94.6,fastened,0,NONE,Sunny,Muddy,day
1162,EXC003,OP002,2024-01-25 04:30:00,10800.5,2122,289.2,40.0,2.37,30,41,9.5,13.5,46.7,68.1,fastened,0,P0562,Cloudy,Frozen,day
1163,EXC004,OP007,2024-01-25 05:00:00,10641.0,1785,284.3,90.2,11.47,15,50,12.1,17.0,73.7,90.0,unfastened,0,NONE,Windy,Wet,day
1164,EXC001,OP008,2024-01-25 05:30:00,7504.4,1030,213.3,61.9,4.11,50,50,14.1,18.4,105.5139828491947,76.6,fastened,0,NONE,Rainy,Muddy,night
1165,EXC003,OP006,2024-01-25 06:00:00,4815.8,704,118.0,9.5,9.6,71,100,6.1,17.7,34.8,85.4,fastened,1,NONE,Windy,Wet,day
1166,EXC003,OP003,2024-01-25 06:30:00,10665.1,1093,229.9,8.2,6.77,62,61,3.1,7.2,59.4,59.0,fastened,1,NONE,Rainy,Dry,night
1167,EXC002,OP010,2024-01-25 07:00:00,5905.0,1156,267.6,49.5,2.64,58,112,3.3,0.1,55.6,59.1,fastened,0,P0217,Cloudy,Wet,night
1168,EXC001,OP004,2024-01-25 07:30:00,2368.3,1831,157.7,46.7,13.35,81,117,2.9,13.8,75.6,94.2,fastened,0,NONE,Windy,Wet,day
1169,EXC002,OP003,2024-01-25 08:00:00,4213.3,1147,140.3,48.0,5.78,26,84,2.1,20.8,81.3,88.3,fastened,0,NONE,Rainy,Dry,day
1170,EXC003,OP002,2024-01-25 08:30:00,4421.4,2147,209.3,10.4,2.65,37,83,7.9,19.5,60.8,69.4,fastened,0,NONE,Sunny,Muddy,night
1171,EXC001,OP010,2024-01-25 09:00:00,6999.7,776,264.8,10.1,15.89,60,23,3.3,0.1,99.4,66.7,fastened,0,NONE,Windy,Frozen,night
1172,EXC005,OP003,2024-01-25 09:30:00,4874.4,903,211.1,10.8,2.86,17,26,14.1,19.9,107.08446429675288,54.6,unfastened,0,NONE,Rainy,Wet,night
1173,EXC004,OP002,2024-01-25 10:00:00,9837.5,2243,152.7,74.7,4.09,32,88,0.0,0.2,87.7,52.0,fastened,0,NONE,Windy,Muddy,day
1174,EXC002,OP001,2024-01-25 10:30:00,7555.5,1900,291.2,62.1,0.91,9,119,17.2,11.7,58.1,53.1,fastened,1,NONE,Rainy,Dry,day
1175,EXC001,OP003,2024-01-25 11:00:00,3100.3,1391,291.8,18.0,9.58,63,98,0.2,18.8,49.4,94.6,fastened,1,NONE,Sunny,Wet,day
1176,EXC004,OP007,2024-01-25 11:30:00,4884.8,1027,244.8,45.9,14.94,59,39,5.9,9.2,39.3,55.5,fastened,0,P0562,Cloudy,Frozen,day
1177,EXC001,OP007,2024-01-25 12:00:00,8706.6,1058,116.3,94.6,15.4,8,84,13.6,15.0,50.0,65.9,fastened,0,NONE,Windy,Dry,night
1178,EXC003,OP009,2024-01-25 12:30:00,2982.7,925,151.1,11.6,13.52,11,78,15.7,5.1,106.7,79.6,fastened,1,P0100,Rainy,Muddy,night
1179,EXC002,OP007,2024-01-25 13:00:00,1190.4,2214,236.1,23.0,8.75,36,15,1.6,21.3,103.07848943817496,77.4,fastened,1,NONE,Sunny,Frozen,night
1180,EXC002,OP001,2024-01-25 13:30:00,8562.6,1207,271.9,42.0,16.07,59,106,14.4,1.0,63.3,84.7,fastened,0,NONE,Sunny,Frozen,day
1181,EXC004,OP009,2024-01-25 14:00:00,4939.2,2286,204.3,27.4,13.92,71,48,13.5,13.9,67.7,62.0,unfastened,0,NONE,Cloudy,Frozen,day
1182,EXC002,OP003,2024-01-25 14:30:00,1578.9,2030,166.9,20.1,16.06,41,77,8.3,0.8,81.8,59.3,fastened,0,NONE,Cloudy,Dry,day
1183,EXC002,OP010,2024-01-25 15:00:00,5805.7,1245,294.6,97.5,4.69,72,47,11.3,0.9,103.6,69.2,fastened,0,NONE,Rainy,Dry,night
1184,EXC002,OP004,2024-01-25 15:30:00,6767.7,1936,183.9,77.8,11.02,37,111,6.6,5.9,39.1,76.8,fastened,0,NONE,Cloudy,Dry,night
1185,EXC001,OP001,2024-01-25 16:00:00,406.5,1458,301.6,74.3,0.88,53,61,5.6,0.3,95.6,97.7,fastened,1,P0100,Cloudy,Frozen,day
1186,EXC004,OP004,2024-01-25 16:30:00,9514.3,1461,217.1,93.6,9.63,23,103,0.6,4.6,65.9,74.1,fastened,0,NONE,Cloudy,Dry,day
1187,EXC003,OP005,2024-01-25 17:00:00,5949.0,1984,235.1,22.8,15.85,57,113,0.1,3.4,52.0,84.5,fastened,1,NONE,Sunny,Dry,night
1188,EXC002,OP009,2024-01-25 17:30:00,404.0,1885,127.5,89.5,13.42,81,13,9.5,20.1,73.5,93.6,fastened,0,NONE,Rainy,Muddy,day
1189,EXC002,OP006,2024-01-25 18:00:00,10355.3,993,158.9,98.4,14.08,25,56,0.2,0.9,73.2,40.2,fastened,0,NONE,Sunny,Dry,day
1190,EXC005,OP001,2024-01-25 18:30:00,7064.6,1330,314.4,60.7,6.05,64,85,2.2,13.5,40.7,54.7,fastened,0,NONE,Windy,Frozen,day
1191,EXC003,OP001,2024-01-25 19:00:00,11562.7,2282,258.1,90.8,7.47,40,102,1.7,14.8,37.8,40.2,unfastened,0,NONE,Windy,Muddy,night
1192,EXC004,OP007,2024-01-25 19:30:00,3446.5,978,205.0,82.5,17.76,47,89,11.4,18.1,80.2,92.4,fastened,1,NONE,Sunny,Frozen,night
1193,EXC005,OP001,2024-01-25 20:00:00,5010.0,1883,214.7,35.2,5.18,52,82,12.0,8.1,88.8,62.5,fastened,0,NONE,Rainy,Muddy,day
1194,EXC003,OP006,2024-01-25 20:30:00,7989.0,2212,119.3,36.6,2.01,38,50,13.6,4.0,79.2,73.6,fastened,0,P0562,Cloudy,Wet,day
1195,EXC002,OP009,2024-01-25 21:00:00,10976.4,2257,272.3,69.2,7.31,59,28,17.5,2.7,58.2,68.0,fastened,1,NONE,Rainy,Muddy,day
1196,EXC005,OP009,2024-01-25 21:30:00,9514.9,696,115.7,57.5,13.93,32,110,17.6,3.1,74.5,83.7,fastened,0,NONE,Cloudy,Wet,night
1197,EXC003,OP007,2024-01-25 22:00:00,7751.9,2131,185.1,41.6,9.66,14,14,3.7,11.5,102.5,61.4,unfastened,0,NONE,Cloudy,Frozen,day
1198,EXC002,OP004,2024-01-25 22:30:00,9566.7,2221,190.3,9.5,1.26,35,98,6.3,13.1,103.9,40.7,fastened,0,NONE,Windy,Wet,night
1199,EXC005,OP006,2024-01-25 23:00:00,1228.6,1758,232.7,7.2,12.13,39,13,10.1,17.3,48.6,60.8,fastened,0,NONE,Sunny,Muddy,day
1200,EXC004,OP002,2024-01-25 23:30:00,8717.7,2019,191.4,14.3,13.37,76,50,0.8,17.7,37.6,67.3,fastened,0,NONE,Rainy,Dry,day
1201,EXC003,OP008,2024-01-26 00:00:00,6985.7,681,311.4,43.4,11.05,57,104,3.5,18.5,82.3,63.5,fastened,0,NONE,Rainy,Dry,day
1202,EXC002,OP002,2024-01-26 00:30:00,3363.6,1902,275.5,7.6,3.5,37,34,15.4,3.5,44.0,55.8,fastened,0,NONE,Windy,Muddy,night
