task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
947,EXC002,OP005,Material Loading,Low,Sand,128.1,5.7,46.8,Windy,38.7,0.0,30.5,Muddy,Beginner,5.5,101,32.4,2.1,4425.0,2.0,88.1,95.4,36.2,38.3,1,2024-06-24 00:00:00
948,EXC002,OP010,Trenching,Low,Clay,192.6,2.2,45.5,Sunny,24.5,0.0,3.2,Muddy,Intermediate,13.3,70,72.2,10.4,10469.0,0.8,71.4,79.3,217.4,222.1,1,2024-02-23 00:00:00
949,EXC004,OP010,Trenching,Low,Gravel,240.3,1.5,10.3,Cloudy,16.0,0.0,2.4,Wet,Intermediate,10.6,256,80.3,0.6,11774.0,1.2,72.1,95.4,102.6,101.7,1,2024-10-24 00:00:00
950,EXC004,OP006,Material Loading,Low,Mixed,43.1,1.3,38.7,Windy,20.6,0.0,37.1,Wet,Beginner,12.3,207,38.4,0.7,10125.0,1.0,76.0,90.0,35.5,32.7,1,2024-11-27 00:00:00
951,EXC003,OP008,Earth Excavation,Low,Soil,90.5,4.0,84.8,Rainy,24.4,9.7,8.2,Muddy,Expert,9.0,129,57.0,6.3,8219.0,2.0,89.5,91.1,42.9,50.9,1,2024-01-03 00:00:00
952,EXC003,OP002,Grading,Medium,Soil,122.2,2.8,16.7,Windy,16.2,0.0,32.2,Muddy,Beginner,13.0,282,47.9,13.5,11452.0,1.5,54.5,74.8,83.0,77.3,1,2024-06-29 00:00:00
953,EXC002,OP001,Demolition,High,Sand,186.6,1.3,93.0,Sunny,36.6,0.0,11.7,Muddy,Expert,2.3,32,109.6,2.5,8262.0,0.8,55.1,78.2,307.2,300.0,1,2024-02-12 00:00:00
954,EXC001,OP002,Earth Excavation,Low,Soil,104.6,3.9,41.8,Sunny,26.7,0.0,5.2,Wet,Expert,10.9,157,70.7,8.9,2089.0,1.2,80.9,90.9,34.7,55.4,1,2024-11-25 00:00:00
955,EXC001,OP008,Trenching,High,Gravel,158.5,4.4,28.9,Windy,15.7,0.0,52.5,Frozen,Expert,6.3,65,88.5,12.4,797.0,2.0,57.7,82.4,110.7,128.6,1,2024-04-21 00:00:00
956,EXC005,OP001,Earth Excavation,Low,Rock,125.5,5.6,12.8,Rainy,38.5,9.7,2.8,Muddy,Expert,3.3,61,74.0,14.0,7324.0,0.8,83.8,77.1,245.5,245.9,1,2024-10-09 00:00:00
957,EXC004,OP001,Demolition,Low,Rock,249.2,2.6,16.4,Windy,16.7,0.0,38.7,Dry,Beginner,6.2,64,111.1,12.5,8250.0,1.2,74.2,91.0,306.2,300.0,1,2024-01-25 00:00:00
958,EXC001,OP003,Compaction,Low,Rock,105.4,1.3,19.9,Sunny,33.5,0.0,2.8,Dry,Intermediate,7.5,49,37.2,14.6,9154.0,1.5,74.6,82.4,60.2,47.0,1,2024-02-09 00:00:00
959,EXC002,OP007,Earth Excavation,Low,Sand,56.8,4.4,44.6,Sunny,26.4,0.0,0.4,Muddy,Expert,0.5,21,66.4,12.4,5810.0,0.8,65.5,81.7,97.0,93.2,1,2024-12-23 00:00:00
960,EXC001,OP005,Material Loading,High,Mixed,174.3,3.9,6.1,Sunny,41.3,0.0,14.1,Wet,Expert,4.6,165,30.2,8.6,9292.0,1.2,91.4,84.3,78.8,74.7,1,2024-08-02 00:00:00
961,EXC002,OP008,Grading,Low,Sand,96.1,1.5,26.2,Cloudy,36.7,0.0,7.0,Muddy,Intermediate,10.1,152,52.3,8.0,10043.0,1.2,54.2,71.5,57.1,53.9,1,2024-05-04 00:00:00
962,EXC002,OP008,Compaction,Low,Mixed,52.3,3.7,78.2,Windy,25.8,0.0,25.2,Muddy,Intermediate,10.9,11,36.2,7.0,3582.0,1.0,87.8,84.0,64.5,57.3,1,2024-02-28 00:00:00
963,EXC005,OP005,Earth Excavation,High,Rock,157.0,2.3,37.2,Sunny,16.8,0.0,6.7,Frozen,Intermediate,12.3,112,66.2,7.3,11925.0,1.0,81.5,83.1,197.8,197.0,1,2024-01-16 00:00:00
964,EXC003,OP010,Demolition,High,Mixed,126.2,4.5,11.9,Windy,18.8,0.0,39.1,Dry,Beginner,3.6,111,112.9,11.1,2909.0,0.8,87.8,76.5,310.0,300.0,1,2024-11-04 00:00:00
965,EXC003,OP002,Demolition,Low,Rock,136.9,3.1,51.2,Rainy,6.1,13.6,0.8,Dry,Beginner,6.5,19,113.6,9.5,7918.0,1.5,55.4,86.8,245.8,242.0,1,2024-02-25 00:00:00
966,EXC001,OP008,Grading,Medium,Rock,179.1,2.1,68.6,Cloudy,15.9,0.0,4.7,Dry,Intermediate,3.5,104,51.8,14.8,390.0,0.8,55.7,92.6,206.8,203.6,1,2024-05-30 00:00:00
967,EXC004,OP004,Demolition,High,Rock,204.3,5.3,84.4,Rainy,6.9,34.9,10.6,Frozen,Beginner,14.2,206,102.2,4.3,9479.0,2.0,89.5,87.9,304.0,300.0,1,2024-08-24 00:00:00
968,EXC005,OP004,Earth Excavation,High,Gravel,177.7,4.9,16.1,Windy,23.5,0.0,36.6,Frozen,Expert,11.8,32,58.8,4.6,1457.0,2.0,81.4,81.3,87.8,86.4,1,2024-10-12 00:00:00
969,EXC003,OP006,Demolition,Low,Sand,80.8,4.3,18.8,Cloudy,32.9,0.0,3.3,Frozen,Expert,9.1,147,115.5,8.7,2601.0,1.0,89.6,87.5,99.7,101.6,1,2024-12-24 00:00:00
970,EXC004,OP006,Grading,High,Rock,135.4,1.3,62.8,Sunny,32.4,0.0,5.6,Frozen,Intermediate,11.3,43,49.6,8.2,3756.0,2.0,78.3,77.8,82.9,79.5,1,2024-12-16 00:00:00
971,EXC003,OP008,Earth Excavation,Low,Soil,145.0,5.5,92.2,Windy,30.8,0.0,58.9,Wet,Intermediate,5.3,103,72.4,3.9,545.0,2.0,77.1,75.1,71.9,87.8,1,2024-12-29 00:00:00
972,EXC003,OP009,Compaction,Low,Sand,240.0,0.7,69.5,Windy,13.8,0.0,30.4,Muddy,Expert,9.5,67,27.7,10.8,10114.0,2.0,81.7,90.7,42.6,46.5,1,2024-09-18 00:00:00
973,EXC005,OP005,Material Loading,Medium,Soil,115.9,1.6,5.4,Cloudy,16.9,0.0,7.7,Dry,Intermediate,14.0,169,44.9,3.8,6245.0,2.0,79.2,75.8,10.7,16.0,1,2024-11-08 00:00:00
974,EXC002,OP009,Earth Excavation,Medium,Soil,80.0,1.5,5.8,Rainy,5.8,20.3,8.1,Dry,Beginner,8.9,7,79.9,7.1,5623.0,1.5,83.9,74.6,89.2,72.7,1,2024-04-10 00:00:00
975,EXC003,OP002,Trenching,Low,Sand,40.1,1.4,31.6,Windy,14.7,0.0,37.4,Wet,Intermediate,6.3,273,94.9,13.3,8689.0,1.2,88.8,95.4,59.9,53.1,1,2024-05-01 00:00:00
976,EXC005,OP003,Compaction,High,Soil,168.3,2.9,19.6,Rainy,23.7,8.0,9.1,Frozen,Beginner,5.0,60,44.4,4.1,5404.0,1.5,76.1,77.1,130.1,130.2,1,2024-03-20 00:00:00
977,EXC003,OP009,Earth Excavation,High,Mixed,119.8,4.8,19.7,Rainy,34.4,47.0,12.9,Dry,Expert,11.2,118,62.4,9.9,6349.0,1.0,89.0,86.4,157.3,150.1,1,2024-05-23 00:00:00
978,EXC001,OP009,Trenching,Medium,Soil,249.1,0.6,26.8,Windy,6.6,0.0,49.1,Muddy,Intermediate,8.9,65,103.4,12.8,11559.0,0.8,77.5,72.6,301.8,300.0,1,2024-11-16 00:00:00
979,EXC004,OP005,Trenching,Medium,Rock,180.3,2.9,51.0,Windy,19.4,0.0,57.3,Wet,Expert,9.8,255,79.1,11.8,639.0,2.0,68.8,89.3,108.3,110.0,1,2024-01-31 00:00:00
980,EXC003,OP009,Trenching,Low,Clay,129.8,2.8,71.8,Cloudy,20.5,0.0,1.3,Dry,Intermediate,12.9,249,75.0,6.7,7932.0,1.2,91.8,90.3,82.5,95.4,1,2024-03-06 00:00:00
981,EXC005,OP009,Grading,High,Gravel,125.9,3.4,29.5,Windy,30.1,0.0,33.8,Wet,Beginner,4.8,259,53.6,5.4,10309.0,1.0,86.6,95.2,152.5,155.0,1,2024-08-07 00:00:00
982,EXC002,OP010,Material Loading,High,Mixed,160.4,0.7,86.7,Cloudy,33.2,0.0,9.6,Wet,Beginner,9.4,261,36.9,3.7,2731.0,2.0,51.3,70.1,50.7,56.4,1,2024-04-06 00:00:00
983,EXC004,OP010,Trenching,High,Soil,42.0,4.5,22.0,Windy,26.1,0.0,54.7,Dry,Expert,6.0,90,67.6,14.0,8559.0,0.8,54.3,91.9,130.3,117.7,1,2024-07-01 00:00:00
984,EXC001,OP008,Demolition,Low,Sand,200.9,2.9,12.1,Sunny,13.5,0.0,12.9,Wet,Intermediate,10.6,281,97.8,7.8,3097.0,1.0,71.4,91.0,142.3,149.8,1,2024-11-13 00:00:00
985,EXC001,OP010,Demolition,Medium,Gravel,129.1,4.9,33.5,Sunny,16.4,0.0,14.5,Wet,Expert,7.7,68,100.5,1.4,10061.0,1.5,89.5,95.2,129.7,112.3,1,2024-10-30 00:00:00
986,EXC001,OP009,Compaction,Low,Gravel,103.3,2.4,44.9,Windy,36.5,0.0,21.9,Dry,Expert,4.1,246,50.0,0.6,2029.0,1.5,94.0,79.3,37.6,32.8,1,2024-10-20 00:00:00
987,EXC001,OP002,Earth Excavation,Low,Gravel,178.6,2.0,82.0,Rainy,25.7,36.3,14.1,Frozen,Intermediate,12.9,16,73.7,11.8,3618.0,0.8,75.9,66.1,242.7,248.6,1,2024-06-14 00:00:00
988,EXC004,OP004,Grading,Medium,Gravel,192.9,0.8,59.9,Rainy,11.3,10.4,3.5,Muddy,Beginner,0.7,212,49.2,13.4,9690.0,0.8,51.4,66.9,283.5,300.0,1,2024-08-03 00:00:00
989,EXC003,OP003,Material Loading,Low,Soil,246.9,4.7,86.4,Windy,27.0,0.0,53.4,Muddy,Expert,2.1,17,31.6,11.3,7619.0,0.8,63.1,72.1,178.8,181.6,1,2024-08-03 00:00:00
990,EXC003,OP008,Earth Excavation,Low,Clay,38.4,6.0,33.5,Windy,15.6,0.0,37.7,Wet,Intermediate,12.9,246,54.8,7.1,3136.0,1.2,75.5,80.9,59.7,51.3,1,2024-01-25 00:00:00
991,EXC002,OP002,Grading,High,Rock,71.8,1.3,82.9,Windy,23.1,0.0,26.9,Muddy,Beginner,5.2,122,51.1,4.5,10615.0,0.8,61.0,88.4,210.9,204.4,0,2024-01-18 00:00:00
992,EXC002,OP003,Earth Excavation,Low,Sand,201.9,4.5,97.9,Rainy,22.4,8.3,11.5,Frozen,Beginner,12.4,89,56.9,10.8,10386.0,1.0,66.7,87.8,208.3,214.1,1,2024-11-15 00:00:00
993,EXC004,OP004,Trenching,Medium,Mixed,91.9,3.7,91.3,Sunny,23.7,0.0,10.1,Dry,Intermediate,10.7,33,95.9,2.7,4290.0,1.0,69.8,94.3,111.0,116.6,1,2024-07-18 00:00:00
994,EXC003,OP002,Trenching,High,Sand,98.5,5.5,25.8,Rainy,31.9,8.4,9.2,Dry,Beginner,9.0,142,72.8,9.5,3578.0,0.8,57.3,94.3,255.1,243.9,1,2024-06-22 00:00:00
995,EXC001,OP007,Demolition,Low,Mixed,234.3,4.4,52.7,Cloudy,33.5,0.0,4.2,Wet,Intermediate,10.2,187,110.5,0.6,1056.0,1.5,58.7,87.7,165.1,162.2,1,2024-03-30 00:00:00
996,EXC002,OP008,Compaction,High,Clay,31.5,3.9,28.0,Rainy,9.6,12.9,12.4,Frozen,Beginner,13.8,134,44.4,14.4,3773.0,1.0,70.5,91.5,83.8,65.7,1,2024-08-28 00:00:00
997,EXC003,OP007,Demolition,Low,Clay,78.2,2.2,95.9,Rainy,28.3,29.8,9.6,Muddy,Intermediate,14.3,113,99.6,5.4,3515.0,1.5,86.0,69.0,129.7,130.4,1,2024-01-06 00:00:00
998,EXC003,OP005,Trenching,High,Sand,76.3,5.5,44.3,Cloudy,28.8,0.0,1.8,Dry,Expert,4.2,251,91.4,10.7,6694.0,1.5,84.7,83.6,74.1,76.6,1,2024-05-15 00:00:00
999,EXC003,OP004,Material Loading,High,Clay,45.8,3.3,64.7,Sunny,5.4,0.0,2.4,Wet,Beginner,4.9,51,42.1,4.8,1346.0,2.0,88.1,88.1,22.1,35.3,1,2024-10-28 00:00:00
1000,EXC004,OP007,Demolition,High,Sand,174.4,5.6,12.4,Rainy,36.4,9.0,10.5,Wet,Beginner,3.2,73,102.4,9.2,3004.0,0.8,74.4,84.8,309.2,300.0,1,2024-02-26 00:00:00
1001,EXC001,OP006,Grading,Low,Soil,242.8,4.0,13.4,Cloudy,30.9,0.0,2.9,Muddy,Intermediate,4.6,283,54.9,6.0,9359.0,2.0,91.6,70.6,64.9,68.1,1,2024-04-29 00:00:00
1002,EXC005,OP007,Trenching,Low,Rock,236.3,4.0,33.8,Rainy,34.8,38.0,14.0,Frozen,Expert,7.4,30,76.0,7.8,4021.0,1.5,62.1,97.9,195.5,179.4,1,2024-11-06 00:00:00
1003,EXC005,OP009,Trenching,High,Gravel,217.5,2.7,85.7,Rainy,11.8,10.0,10.8,Muddy,Intermediate,11.4,16,93.5,13.6,3441.0,1.0,72.8,93.9,318.9,300.0,1,2024-02-14 00:00:00
1004,EXC001,OP009,Demolition,Medium,Gravel,202.5,1.8,14.7,Cloudy,32.1,0.0,14.3,Wet,Intermediate,9.7,83,121.3,2.6,7792.0,1.2,55.2,75.0,182.7,192.5,1,2024-04-22 00:00:00
1005,EXC003,OP010,Compaction,Low,Clay,195.7,5.1,49.8,Sunny,31.3,0.0,12.5,Dry,Intermediate,10.3,87,35.5,8.1,907.0,1.5,64.4,78.0,64.0,63.0,1,2024-12-24 00:00:00
1006,EXC005,OP003,Trenching,High,Mixed,124.9,1.8,82.8,Cloudy,13.1,0.0,12.3,Wet,Beginner,1.0,4,91.9,14.0,698.0,0.8,92.2,67.4,297.9,300.0,1,2024-08-14 00:00:00
1007,EXC004,OP007,Material Loading,Medium,Mixed,249.0,3.4,13.7,Rainy,10.0,36.0,14.7,Frozen,Expert,6.8,115,41.3,1.9,4366.0,2.0,94.8,87.7,47.2,51.8,1,2024-09-19 00:00:00
1008,EXC005,OP008,Earth Excavation,Low,Rock,156.3,3.2,99.3,Rainy,31.7,47.6,1.1,Frozen,Expert,3.6,10,75.8,1.0,10441.0,2.0,81.2,70.9,125.1,122.6,0,2024-08-31 00:00:00
1009,EXC004,OP005,Demolition,High,Mixed,214.5,5.5,77.0,Sunny,11.1,0.0,5.4,Dry,Expert,10.8,100,103.8,5.2,8578.0,0.8,58.0,82.1,301.2,300.0,1,2024-10-03 00:00:00
1010,EXC001,OP005,Grading,Medium,Gravel,41.2,4.2,24.4,Rainy,36.8,40.6,7.9,Wet,Beginner,12.8,297,36.0,10.2,1867.0,1.2,83.3,97.9,58.7,57.0,1,2024-08-20 00:00:00
1011,EXC004,OP004,Trenching,High,Clay,219.2,2.5,52.9,Sunny,5.8,0.0,3.4,Wet,Intermediate,7.2,183,88.0,6.3,8633.0,0.8,89.6,93.2,317.5,300.0,1,2024-02-13 00:00:00
1012,EXC005,OP008,Earth Excavation,High,Sand,140.7,4.6,30.6,Rainy,31.7,23.1,6.1,Wet,Expert,5.7,185,78.7,2.6,4125.0,0.8,89.6,68.4,217.8,213.0,1,2024-11-01 00:00:00
1013,EXC003,OP007,Compaction,Low,Mixed,171.8,5.0,12.3,Rainy,36.2,1.9,13.5,Dry,Beginner,14.6,246,41.5,10.2,11814.0,1.2,52.0,65.1,96.1,90.9,1,2024-05-08 00:00:00
1014,EXC002,OP010,Earth Excavation,High,Clay,101.4,1.3,98.8,Cloudy,13.5,0.0,9.7,Frozen,Expert,1.1,11,61.9,1.5,8658.0,1.0,78.6,87.4,161.7,155.7,1,2024-02-29 00:00:00
1015,EXC005,OP005,Compaction,Medium,Clay,137.0,0.6,21.6,Windy,6.9,0.0,52.4,Wet,Expert,4.7,23,51.7,2.2,4379.0,1.0,94.0,75.4,98.2,93.3,1,2024-08-18 00:00:00
1016,EXC005,OP001,Compaction,High,Soil,107.7,2.7,70.1,Windy,18.9,0.0,28.7,Frozen,Expert,1.4,140,53.6,6.5,1964.0,1.0,88.5,76.0,125.4,112.1,1,2024-03-28 00:00:00
1017,EXC005,OP008,Material Loading,Low,Gravel,180.2,5.1,29.4,Sunny,32.7,0.0,3.4,Wet,Intermediate,0.6,149,36.9,1.3,7110.0,1.5,62.2,65.2,47.3,52.8,1,2024-10-13 00:00:00
1018,EXC001,OP004,Material Loading,Medium,Soil,117.9,5.2,85.3,Windy,31.9,0.0,51.5,Frozen,Beginner,2.3,119,37.9,11.5,4071.0,1.2,89.0,77.2,125.4,125.3,0,2024-10-05 00:00:00
1019,EXC002,OP009,Material Loading,Low,Gravel,179.6,5.8,67.7,Rainy,20.4,27.1,13.7,Wet,Intermediate,10.3,223,33.8,12.1,3758.0,1.0,56.3,89.7,102.5,96.9,1,2024-11-08 00:00:00
1020,EXC001,OP010,Material Loading,High,Sand,180.4,4.1,60.4,Sunny,24.6,0.0,10.6,Wet,Beginner,6.3,50,31.8,1.5,6542.0,1.0,82.6,74.9,124.9,134.2,1,2024-10-14 00:00:00
1021,EXC005,OP009,Trenching,Medium,Gravel,231.2,4.3,7.5,Sunny,38.9,0.0,11.3,Muddy,Intermediate,6.3,247,78.4,14.8,8716.0,1.0,92.4,66.3,282.4,271.0,1,2024-05-27 00:00:00
1022,EXC005,OP002,Compaction,Medium,Sand,55.3,5.1,66.4,Sunny,27.7,0.0,3.7,Wet,Beginner,9.4,245,40.0,7.1,11944.0,1.2,88.8,82.4,49.9,50.4,1,2024-09-22 00:00:00
1023,EXC005,OP007,Earth Excavation,Low,Soil,123.3,3.2,92.6,Rainy,16.7,8.4,0.1,Frozen,Beginner,2.3,59,55.1,11.4,5450.0,1.2,92.0,91.0,190.3,184.6,1,2024-11-05 00:00:00
1024,EXC001,OP004,Earth Excavation,Medium,Sand,195.1,4.4,5.2,Sunny,12.5,0.0,11.7,Dry,Intermediate,2.3,5,61.1,5.2,2370.0,1.0,55.0,92.6,137.5,132.8,1,2024-08-19 00:00:00
1025,EXC005,OP010,Demolition,High,Sand,117.7,5.0,64.8,Windy,19.0,0.0,14.0,Frozen,Expert,1.5,278,105.0,4.1,3735.0,2.0,95.0,69.7,119.3,139.8,1,2024-08-15 00:00:00
1026,EXC001,OP008,Grading,Low,Clay,77.3,0.7,30.3,Windy,22.8,0.0,29.1,Dry,Intermediate,14.1,63,48.3,6.6,10691.0,2.0,76.8,82.3,17.1,18.7,1,2024-06-12 00:00:00
1027,EXC005,OP009,Material Loading,High,Clay,205.7,4.9,13.7,Sunny,13.3,0.0,6.2,Muddy,Intermediate,4.1,152,29.8,2.1,7620.0,2.0,57.0,84.4,58.3,65.7,1,2024-04-13 00:00:00
1028,EXC002,OP006,Demolition,Medium,Mixed,84.2,0.9,85.1,Windy,23.2,0.0,27.3,Muddy,Beginner,1.3,34,102.5,1.4,1270.0,2.0,58.3,97.0,148.5,137.8,1,2024-11-26 00:00:00
1029,EXC003,OP008,Material Loading,Low,Gravel,41.7,5.8,43.5,Windy,29.3,0.0,16.4,Wet,Beginner,3.7,87,30.2,7.2,8167.0,2.0,89.8,90.8,38.4,27.4,1,2024-05-31 00:00:00
1030,EXC001,OP005,Demolition,Medium,Rock,36.8,2.6,55.0,Rainy,25.0,41.1,2.1,Frozen,Beginner,9.5,167,113.0,14.2,11961.0,2.0,50.5,97.1,104.5,112.3,1,2024-01-14 00:00:00
1031,EXC005,OP006,Grading,Low,Soil,185.8,4.2,42.3,Windy,5.5,0.0,15.4,Muddy,Intermediate,7.2,209,56.1,14.1,3135.0,2.0,87.2,94.9,73.0,59.5,1,2024-07-12 00:00:00
1032,EXC004,OP007,Trenching,High,Sand,218.3,3.9,8.5,Sunny,16.0,0.0,13.2,Muddy,Expert,9.6,29,79.7,13.4,4737.0,1.5,72.7,93.5,137.4,138.0,1,2024-10-14 00:00:00
1033,EXC001,OP008,Earth Excavation,Medium,Sand,65.9,1.7,85.4,Sunny,18.4,0.0,12.2,Wet,Intermediate,7.4,47,66.5,1.5,4466.0,1.0,81.2,95.1,57.1,69.0,1,2024-07-15 00:00:00
1034,EXC005,OP008,Compaction,Medium,Rock,188.8,1.7,95.6,Cloudy,6.9,0.0,11.0,Dry,Expert,14.5,280,49.6,5.0,10967.0,1.5,87.2,89.6,62.3,55.9,1,2024-01-31 00:00:00
1035,EXC001,OP001,Grading,High,Soil,75.4,3.6,59.7,Windy,11.5,0.0,39.1,Muddy,Expert,5.8,250,55.8,14.2,3211.0,0.8,90.4,89.3,114.6,123.7,1,2024-01-04 00:00:00
1036,EXC005,OP006,Demolition,Medium,Sand,137.6,5.1,36.2,Rainy,12.1,0.5,9.3,Muddy,Expert,4.8,169,114.3,13.0,3546.0,0.8,56.8,96.7,298.3,300.0,1,2024-06-17 00:00:00
1037,EXC001,OP004,Compaction,Medium,Mixed,30.9,2.6,99.4,Windy,26.8,0.0,24.8,Wet,Expert,6.1,133,44.6,5.2,5482.0,1.5,72.8,80.3,36.4,28.3,1,2024-09-23 00:00:00
1038,EXC004,OP003,Compaction,Medium,Soil,135.9,4.3,99.7,Windy,8.6,0.0,35.8,Wet,Intermediate,7.9,200,48.4,8.7,2170.0,1.5,78.7,66.5,74.0,85.6,1,2024-10-29 00:00:00
1039,EXC003,OP002,Earth Excavation,High,Gravel,160.0,3.7,67.0,Windy,39.8,0.0,34.6,Frozen,Beginner,1.6,107,73.0,7.5,9496.0,1.5,51.2,75.0,236.4,236.3,1,2024-02-07 00:00:00
1040,EXC003,OP005,Earth Excavation,High,Soil,64.1,3.8,9.1,Rainy,6.2,21.6,5.5,Muddy,Expert,8.4,176,68.9,14.9,5330.0,0.8,75.9,95.3,126.3,127.9,0,2024-12-06 00:00:00
1041,EXC004,OP004,Demolition,High,Mixed,129.0,1.9,11.3,Cloudy,40.0,0.0,9.4,Wet,Intermediate,13.2,100,113.7,4.7,3480.0,1.2,60.4,81.4,186.4,168.8,1,2024-01-01 00:00:00
1042,EXC001,OP002,Grading,Medium,Sand,46.7,5.9,75.9,Rainy,40.1,17.0,8.0,Muddy,Intermediate,5.2,69,45.1,13.7,3595.0,0.8,81.2,70.8,120.4,126.5,1,2024-12-30 00:00:00
1043,EXC005,OP004,Trenching,Medium,Mixed,208.1,4.7,55.3,Windy,5.9,0.0,20.1,Wet,Beginner,5.9,153,87.9,14.1,7734.0,2.0,72.0,90.7,182.4,177.0,1,2024-01-07 00:00:00
1044,EXC005,OP009,Material Loading,High,Clay,248.0,5.8,34.9,Sunny,19.1,0.0,10.5,Frozen,Expert,0.7,127,36.7,14.9,328.0,2.0,73.9,87.1,72.9,76.4,1,2024-08-03 00:00:00
1045,EXC004,OP007,Trenching,Medium,Mixed,103.8,5.8,35.7,Windy,28.0,0.0,36.0,Muddy,Beginner,14.1,258,82.1,2.9,3733.0,1.5,80.0,82.9,125.5,118.5,1,2024-11-13 00:00:00
1046,EXC001,OP002,Demolition,High,Gravel,214.6,4.1,15.9,Windy,39.9,0.0,43.0,Muddy,Intermediate,13.1,137,101.9,6.7,5802.0,1.5,81.0,90.6,264.4,244.6,1,2024-01-05 00:00:00
1047,EXC002,OP008,Demolition,Medium,Soil,148.7,4.1,44.5,Sunny,18.7,0.0,14.8,Wet,Beginner,7.4,249,111.2,12.1,3589.0,1.2,87.1,73.8,263.3,253.8,1,2024-05-20 00:00:00
1048,EXC004,OP005,Material Loading,Medium,Mixed,61.3,6.0,20.2,Cloudy,12.0,0.0,10.4,Dry,Expert,11.5,257,39.9,8.1,11795.0,0.8,51.8,85.5,35.3,38.2,1,2024-03-30 00:00:00
1049,EXC003,OP008,Grading,Low,Rock,229.5,1.2,98.5,Windy,35.8,0.0,15.8,Dry,Beginner,1.7,78,51.1,12.1,1121.0,0.8,86.1,95.0,271.9,280.7,1,2024-09-11 00:00:00
1050,EXC004,OP004,Compaction,Low,Sand,133.4,3.9,53.4,Sunny,14.6,0.0,5.0,Muddy,Beginner,14.7,235,39.0,6.2,8217.0,2.0,75.5,94.4,30.4,40.7,1,2024-02-28 00:00:00
1051,EXC003,OP007,Trenching,Low,Clay,234.5,4.6,24.1,Sunny,41.6,0.0,9.5,Muddy,Expert,14.5,203,77.2,1.1,2247.0,1.0,90.8,70.8,137.6,143.2,1,2024-05-26 00:00:00
1052,EXC001,OP005,Grading,Medium,Soil,136.8,2.0,79.5,Sunny,35.4,0.0,5.5,Muddy,Beginner,14.0,181,55.9,5.9,1469.0,1.5,57.5,81.3,66.6,70.6,1,2024-11-22 00:00:00
1053,EXC002,OP003,Earth Excavation,Medium,Sand,174.7,2.7,70.1,Sunny,29.7,0.0,9.1,Muddy,Beginner,2.8,247,60.0,4.6,4659.0,2.0,80.7,86.3,101.9,98.2,1,2024-08-15 00:00:00
1054,EXC002,OP006,Earth Excavation,High,Clay,54.5,1.2,30.6,Cloudy,12.5,0.0,0.2,Frozen,Intermediate,4.5,205,53.0,14.9,4171.0,0.8,59.5,81.4,141.2,137.7,1,2024-12-04 00:00:00
1055,EXC002,OP005,Demolition,Low,Sand,205.6,0.7,67.9,Cloudy,17.0,0.0,7.2,Frozen,Beginner,5.2,178,121.2,5.8,8157.0,0.8,61.0,66.4,311.7,300.0,1,2024-11-12 00:00:00
1056,EXC003,OP007,Grading,Medium,Soil,51.1,4.6,27.4,Sunny,7.0,0.0,12.0,Muddy,Intermediate,13.0,26,53.5,4.0,8313.0,1.2,50.2,88.8,35.1,40.8,0,2024-11-02 00:00:00
1057,EXC002,OP007,Grading,Low,Gravel,31.1,3.7,41.0,Cloudy,28.3,0.0,13.6,Muddy,Intermediate,6.9,35,52.4,8.5,5661.0,1.5,85.7,94.2,23.1,29.0,1,2024-12-07 00:00:00
1058,EXC005,OP006,Demolition,High,Gravel,159.0,5.7,78.1,Windy,37.5,0.0,37.3,Wet,Intermediate,8.0,79,95.3,11.5,1439.0,2.0,52.4,97.5,208.7,206.2,1,2024-11-25 00:00:00
1059,EXC004,OP010,Compaction,Medium,Soil,144.0,2.1,54.8,Cloudy,9.2,0.0,11.0,Muddy,Expert,9.5,88,42.1,9.2,5367.0,1.2,52.9,96.3,66.9,66.8,1,2024-09-10 00:00:00
1060,EXC002,OP010,Earth Excavation,Low,Gravel,249.4,4.6,87.2,Cloudy,23.6,0.0,5.6,Wet,Intermediate,9.8,129,64.4,11.4,2885.0,1.5,72.7,68.8,136.7,135.6,1,2024-05-15 00:00:00
1061,EXC005,OP003,Demolition,High,Rock,87.5,2.5,74.6,Windy,33.8,0.0,49.5,Frozen,Expert,11.2,282,120.4,3.9,3611.0,2.0,74.9,89.9,101.9,109.9,1,2024-06-22 00:00:00
1062,EXC004,OP001,Trenching,Low,Rock,94.0,4.2,100.0,Cloudy,9.8,0.0,10.5,Frozen,Expert,8.1,209,72.1,6.5,9048.0,1.0,75.0,91.3,125.7,131.7,1,2024-10-11 00:00:00
1063,EXC002,OP007,Compaction,Low,Gravel,73.4,2.9,56.5,Rainy,20.3,43.8,2.5,Dry,Expert,11.7,161,49.7,11.8,5487.0,0.8,56.9,71.4,63.1,68.4,1,2024-07-06 00:00:00
1064,EXC004,OP004,Material Loading,Low,Mixed,50.6,5.6,47.7,Windy,23.2,0.0,38.5,Wet,Intermediate,5.8,247,34.6,11.0,372.0,1.5,57.3,71.2,14.5,27.8,1,2024-10-26 00:00:00
