log_id,fuel_level_pct,fuel_available_l,engine_load_pct,temperature_c,ground_condition,task_type,task_duration_est_min,consumption_l_per_hour,fuel_needed_l,fuel_after_task_l,fuel_after_task_pct,range_km,distance_to_station_km,can_complete_task,can_reach_station,risk_level
1669,57.0,233.7,74.4,17.3,Wet,Earth Excavation,34.6,27.68,16.0,217.7,53.1,71.8,22.95,1,1,LOW
1670,71.5,293.1,50.5,39.3,Frozen,Material Loading,290.0,21.9,105.8,187.3,45.7,113.8,6.35,1,1,LOW
1671,81.8,335.4,61.0,33.5,Dry,Grading,138.9,21.44,49.6,285.8,69.7,133.0,49.66,1,1,LOW
1672,44.2,181.2,92.4,16.6,Dry,Earth Excavation,106.8,28.95,51.5,129.7,31.6,53.2,38.09,1,1,LOW
1673,15.9,65.2,76.1,27.7,Wet,Compaction,207.9,22.04,76.4,0.0,0.0,25.1,47.99,0,0,CRITICAL
1674,33.5,137.3,73.7,22.2,Frozen,Material Loading,39.4,24.2,15.9,121.4,29.6,48.2,7.84,1,1,LOW
1675,11.5,47.1,74.2,35.2,Muddy,Earth Excavation,82.4,29.99,41.2,5.9,1.4,13.3,19.17,0,0,CRITICAL
1676,37.5,153.8,77.6,14.1,Muddy,Earth Excavation,20.4,30.79,10.5,143.3,35.0,42.5,17.6,1,1,LOW
1677,95.1,389.9,42.6,26.2,Frozen,Grading,215.8,21.82,78.5,311.4,76.0,151.9,32.12,1,1,LOW
1678,65.0,266.5,58.7,35.9,Dry,Trenching,220.5,24.48,90.0,176.5,43.0,92.5,31.46,1,1,LOW
1679,21.7,89.0,78.8,34.5,Wet,Material Loading,115.3,23.92,46.0,43.0,10.5,31.6,8.74,1,1,MEDIUM
1680,77.6,318.2,63.7,33.1,Frozen,Compaction,208.8,22.99,80.0,238.2,58.1,117.6,33.84,1,1,LOW
1681,54.3,222.6,51.5,38.7,Muddy,Demolition,150.6,31.82,79.9,142.7,34.8,59.5,46.7,1,1,LOW
1682,51.2,209.9,82.0,30.8,Dry,Trenching,33.2,27.85,15.4,194.5,47.4,64.1,22.94,1,1,LOW
1683,35.9,147.2,85.5,31.2,Dry,Compaction,100.0,22.44,37.4,109.8,26.8,55.8,23.77,1,1,LOW
1684,28.4,116.4,45.2,10.1,Frozen,Trenching,182.5,25.4,77.3,39.1,9.5,39.0,22.34,0,1,HIGH
1685,86.8,355.9,70.5,41.9,Dry,Grading,24.4,24.25,9.9,346.0,84.4,124.7,45.72,1,1,LOW
1686,65.4,268.1,71.0,23.1,Muddy,Material Loading,235.4,25.71,100.9,167.2,40.8,88.6,25.9,1,1,LOW
1687,10.5,43.0,47.3,15.1,Dry,Material Loading,269.9,19.92,89.6,0.0,0.0,18.3,12.33,0,1,HIGH
1688,26.2,107.4,71.7,29.7,Frozen,Grading,286.5,25.86,123.5,0.0,0.0,35.3,49.77,0,0,CRITICAL
1689,81.5,334.1,61.2,28.2,Frozen,Material Loading,239.6,22.42,89.5,244.6,59.7,126.7,9.01,1,1,LOW
1690,8.7,35.7,75.3,32.5,Wet,Earth Excavation,163.0,26.95,73.2,0.0,0.0,11.3,19.16,0,0,CRITICAL
1691,8.7,35.7,42.8,29.8,Wet,Grading,252.7,21.45,90.3,0.0,0.0,14.1,29.82,0,0,CRITICAL
1692,34.9,143.1,63.1,44.1,Frozen,Earth Excavation,242.9,29.36,118.9,24.2,5.9,41.4,1.07,0,1,HIGH
1693,19.6,80.4,74.7,36.9,Frozen,Earth Excavation,65.9,28.92,31.8,48.6,11.9,23.6,17.46,1,1,MEDIUM
1694,41.4,169.7,95.2,9.0,Muddy,Material Loading,148.0,28.32,69.9,99.8,24.3,50.9,14.38,1,1,LOW
1695,72.9,298.9,75.8,37.5,Dry,Material Loading,189.9,23.08,73.0,225.9,55.1,110.1,44.73,1,1,LOW
1696,92.4,378.8,55.6,44.4,Muddy,Compaction,242.5,24.91,100.7,278.1,67.8,129.3,33.55,1,1,LOW
1697,46.9,192.3,83.0,33.0,Frozen,Compaction,230.4,23.5,90.2,102.1,24.9,69.6,9.94,1,1,LOW
1698,42.3,173.4,83.4,33.6,Dry,Demolition,240.8,30.2,121.2,52.2,12.7,48.8,30.0,1,1,LOW
1699,65.4,268.1,91.4,30.7,Dry,Demolition,299.7,30.67,153.2,114.9,28.0,74.3,18.28,1,1,LOW
1700,56.3,230.8,66.4,14.6,Wet,Trenching,71.8,27.38,32.8,198.0,48.3,71.7,31.76,1,1,LOW
1701,46.0,188.6,70.4,22.5,Frozen,Demolition,144.1,31.59,75.9,112.7,27.5,50.7,4.6,1,1,LOW
1702,76.9,315.3,47.4,35.6,Wet,Trenching,156.9,25.01,65.4,249.9,61.0,107.2,9.31,1,1,LOW
1703,28.4,116.4,54.7,9.4,Frozen,Compaction,102.8,21.98,37.7,78.7,19.2,45.0,26.15,1,1,LOW
1704,78.6,322.3,53.1,42.6,Dry,Trenching,49.1,24.85,20.3,302.0,73.7,110.2,12.4,1,1,LOW
1705,49.5,202.9,54.5,40.4,Muddy,Grading,85.3,25.12,35.7,167.2,40.8,68.7,22.84,1,1,LOW
1706,22.0,90.2,57.4,9.3,Muddy,Trenching,282.7,28.55,134.5,0.0,0.0,26.9,33.51,0,0,CRITICAL
1707,29.4,120.5,89.7,19.5,Dry,Earth Excavation,245.3,26.91,110.0,10.5,2.6,38.1,3.45,0,1,HIGH
1708,82.8,339.5,75.8,25.7,Muddy,Material Loading,41.0,25.53,17.4,322.1,78.6,113.0,49.55,1,1,LOW
1709,29.3,120.1,53.7,41.3,Dry,Compaction,148.1,19.33,47.7,72.4,17.7,52.8,47.79,1,1,LOW
1710,89.9,368.6,43.5,20.6,Wet,Earth Excavation,299.7,23.86,119.2,249.4,60.8,131.3,45.76,1,1,LOW
1711,25.7,105.4,56.1,23.0,Muddy,Trenching,26.0,27.62,12.0,93.4,22.8,32.4,32.98,1,0,LOW
1712,90.9,372.7,67.7,18.8,Frozen,Grading,74.5,25.06,31.1,341.6,83.3,126.4,31.46,1,1,LOW
1713,19.6,80.4,58.5,39.7,Wet,Grading,168.9,23.77,66.9,13.5,3.3,28.8,36.26,0,0,CRITICAL
1714,11.6,47.6,86.6,41.9,Wet,Earth Excavation,53.9,29.9,26.9,20.7,5.0,13.5,35.25,0,0,CRITICAL
1715,41.3,169.3,71.3,33.1,Wet,Grading,59.3,24.23,23.9,145.4,35.5,59.4,4.93,1,1,LOW
1716,92.7,380.1,72.4,19.3,Frozen,Demolition,128.8,32.61,70.0,310.1,75.6,99.1,25.7,1,1,LOW
1717,75.1,307.9,80.6,36.8,Dry,Trenching,142.1,26.84,63.6,244.3,59.6,97.5,8.83,1,1,LOW
1718,13.2,54.1,77.6,33.2,Muddy,Earth Excavation,122.3,30.15,61.5,0.0,0.0,15.3,2.63,0,1,HIGH
1719,99.5,407.9,64.9,44.6,Dry,Earth Excavation,129.9,26.05,56.4,351.5,85.7,133.1,45.15,1,1,LOW
1720,35.7,146.4,79.4,40.4,Dry,Compaction,196.0,21.41,69.9,76.5,18.7,58.1,8.05,1,1,LOW
1721,63.4,259.9,69.0,14.5,Muddy,Trenching,129.8,30.57,66.1,193.8,47.3,72.3,25.03,1,1,LOW
1722,41.8,171.4,46.7,39.6,Wet,Grading,60.9,22.28,22.6,148.8,36.3,65.4,21.48,1,1,LOW
1723,62.1,254.6,75.3,30.8,Dry,Compaction,48.9,21.01,17.1,237.5,57.9,103.0,15.59,1,1,LOW
1724,48.2,197.6,64.9,34.4,Wet,Trenching,196.8,27.27,89.4,108.2,26.4,61.6,15.68,1,1,LOW
1725,73.3,300.5,44.1,18.7,Muddy,Material Loading,220.4,22.62,83.1,217.4,53.0,112.9,10.36,1,1,LOW
1726,99.8,409.2,87.5,17.0,Dry,Grading,43.3,24.65,17.8,391.4,95.5,141.1,43.63,1,1,LOW
1727,21.8,89.4,59.0,37.0,Dry,Demolition,165.5,27.12,74.8,14.6,3.6,28.0,24.28,0,1,HIGH
1728,83.5,342.3,84.4,20.4,Muddy,Grading,260.1,28.6,124.0,218.3,53.2,101.7,8.01,1,1,LOW
1729,10.4,42.6,63.7,35.9,Frozen,Trenching,171.7,28.22,80.8,0.0,0.0,12.8,2.31,0,1,HIGH
1730,82.9,339.9,70.4,33.2,Muddy,Earth Excavation,256.7,28.58,122.3,217.6,53.1,101.1,35.91,1,1,LOW
1731,98.2,402.6,41.3,30.1,Frozen,Trenching,221.4,26.04,96.1,306.5,74.8,131.4,3.99,1,1,LOW
1732,49.3,202.1,97.7,16.1,Wet,Grading,165.2,27.52,75.8,126.3,30.8,62.4,42.18,1,1,LOW
1733,57.7,236.6,95.1,18.3,Wet,Material Loading,268.9,26.05,116.7,119.9,29.2,77.2,16.96,1,1,LOW
1734,33.9,139.0,87.0,42.2,Dry,Grading,194.6,25.82,83.7,55.3,13.5,45.8,19.81,1,1,LOW
1735,21.5,88.2,48.6,9.6,Wet,Grading,58.2,21.77,21.1,67.1,16.4,34.4,4.74,1,1,MEDIUM
1736,28.7,117.7,48.5,10.8,Muddy,Trenching,170.3,27.0,76.6,41.1,10.0,37.1,38.03,1,0,LOW
1737,76.4,313.2,76.4,41.3,Wet,Grading,197.3,27.62,90.8,222.4,54.2,96.4,20.88,1,1,LOW
1738,36.5,149.7,48.6,36.9,Wet,Earth Excavation,208.9,24.01,83.6,66.1,16.1,53.0,43.29,1,1,LOW
1739,11.7,48.0,64.8,18.7,Wet,Demolition,213.6,29.79,106.1,0.0,0.0,13.7,36.21,0,0,CRITICAL
1740,72.4,296.8,81.9,7.7,Muddy,Trenching,23.6,32.41,12.7,284.1,69.3,77.8,25.74,1,1,LOW
1741,62.9,257.9,69.0,42.0,Muddy,Trenching,40.9,32.39,22.1,235.8,57.5,67.7,45.91,1,1,LOW
1742,69.9,286.6,54.3,43.8,Dry,Compaction,208.7,20.14,70.1,216.5,52.8,121.0,11.53,1,1,LOW
1743,83.1,340.7,89.9,27.5,Wet,Grading,215.4,27.09,97.3,243.4,59.4,106.9,26.65,1,1,LOW
1744,13.1,53.7,47.3,35.4,Frozen,Earth Excavation,34.6,25.33,14.6,39.1,9.5,18.0,45.28,0,0,CRITICAL
1745,5.4,22.1,58.1,35.5,Muddy,Material Loading,151.3,24.37,61.5,0.0,0.0,7.7,23.21,0,0,CRITICAL
1746,73.5,301.4,46.0,25.3,Muddy,Trenching,33.0,26.37,14.5,286.9,70.0,97.2,7.59,1,1,LOW
1747,21.7,89.0,56.1,10.5,Wet,Compaction,144.7,20.23,48.8,40.2,9.8,37.4,47.21,0,0,CRITICAL
1748,55.5,227.6,78.1,6.6,Frozen,Demolition,287.8,32.89,157.8,69.8,17.0,58.8,14.17,1,1,LOW
1749,24.2,99.2,71.8,35.8,Dry,Demolition,115.0,28.33,54.3,44.9,11.0,29.8,34.83,1,0,MEDIUM
1750,26.0,106.6,76.5,31.2,Wet,Compaction,300.0,22.07,110.3,0.0,0.0,41.1,2.49,0,1,HIGH
1751,18.8,77.1,49.0,23.2,Frozen,Demolition,145.6,28.32,68.7,8.4,2.0,23.1,33.59,0,0,CRITICAL
1752,35.4,145.1,88.4,31.2,Muddy,Material Loading,276.0,27.86,128.2,16.9,4.1,44.3,25.18,0,1,HIGH
1753,50.9,208.7,79.1,19.7,Dry,Demolition,169.3,28.43,80.2,128.5,31.3,62.4,23.65,1,1,LOW
1754,49.0,200.9,64.0,9.1,Frozen,Material Loading,131.2,23.59,51.6,149.3,36.4,72.4,9.44,1,1,LOW
1755,18.7,76.7,53.0,27.4,Muddy,Trenching,199.1,28.56,94.8,0.0,0.0,22.8,34.68,0,0,CRITICAL
1756,13.3,54.5,68.4,8.7,Frozen,Grading,223.3,23.59,87.8,0.0,0.0,19.6,31.21,0,0,CRITICAL
1757,88.6,363.3,86.4,21.8,Frozen,Earth Excavation,63.6,29.47,31.2,332.1,81.0,104.8,46.13,1,1,LOW
1758,88.0,360.8,69.2,23.5,Frozen,Grading,80.2,24.89,33.3,327.5,79.9,123.2,21.7,1,1,LOW
1759,27.6,113.2,93.5,44.8,Dry,Earth Excavation,168.8,31.01,87.2,26.0,6.3,31.0,9.01,0,1,HIGH
1760,99.0,405.9,92.0,42.0,Frozen,Trenching,171.8,33.81,96.8,309.1,75.4,102.0,12.12,1,1,LOW
1761,23.2,95.1,48.9,5.5,Muddy,Trenching,73.1,26.65,32.5,62.6,15.3,30.3,4.34,1,1,MEDIUM
1762,79.1,324.3,54.8,36.3,Dry,Material Loading,237.1,19.65,77.7,246.6,60.1,140.3,16.49,1,1,LOW
1763,41.3,169.3,50.9,28.4,Muddy,Compaction,230.9,21.8,83.9,85.4,20.8,66.0,18.14,1,1,LOW
1764,77.6,318.2,43.2,7.9,Dry,Material Loading,82.6,18.8,25.9,292.3,71.3,143.9,19.04,1,1,LOW
1765,61.2,250.9,79.0,36.7,Wet,Grading,131.0,24.94,54.5,196.4,47.9,85.5,46.78,1,1,LOW
1766,55.1,225.9,52.0,31.0,Muddy,Grading,211.3,24.54,86.4,139.5,34.0,78.2,39.17,1,1,LOW
1767,95.2,390.3,76.6,43.6,Muddy,Demolition,20.7,36.63,12.6,377.7,92.1,90.6,32.06,1,1,LOW
1768,33.0,135.3,57.3,24.3,Dry,Earth Excavation,86.0,23.57,33.8,101.5,24.8,48.8,1.94,1,1,LOW
1769,89.5,366.9,97.9,22.9,Dry,Trenching,258.9,28.82,124.4,242.5,59.1,108.2,6.1,1,1,LOW
1770,72.9,298.9,69.2,8.9,Frozen,Earth Excavation,172.5,27.33,78.6,220.3,53.7,93.0,20.99,1,1,LOW
1771,66.0,270.6,65.0,14.0,Dry,Material Loading,65.6,20.35,22.2,248.4,60.6,113.0,33.52,1,1,LOW
1772,82.0,336.2,66.1,16.1,Wet,Demolition,213.5,29.57,105.2,231.0,56.3,96.6,35.48,1,1,LOW
1773,88.2,361.6,53.2,21.1,Wet,Compaction,57.2,19.29,18.4,343.2,83.7,159.3,40.5,1,1,LOW
1774,16.9,69.3,44.6,38.7,Muddy,Compaction,100.7,22.26,37.4,31.9,7.8,26.5,6.26,0,1,HIGH
1775,25.2,103.3,82.5,13.6,Muddy,Trenching,29.0,32.82,15.9,87.4,21.3,26.8,30.04,1,0,LOW
1776,67.1,275.1,73.0,43.6,Wet,Material Loading,260.8,24.7,107.4,167.7,40.9,94.7,32.48,1,1,LOW
1777,82.0,336.2,73.9,31.1,Frozen,Trenching,142.5,28.87,68.6,267.6,65.3,99.0,44.09,1,1,LOW
1778,5.0,20.5,54.9,24.5,Frozen,Compaction,200.1,20.94,69.8,0.0,0.0,8.3,45.99,0,0,CRITICAL
1779,42.1,172.6,53.4,13.7,Frozen,Compaction,42.5,20.95,14.8,157.8,38.5,70.0,12.51,1,1,LOW
1780,59.8,245.2,42.7,33.2,Frozen,Grading,259.3,21.93,94.8,150.4,36.7,95.0,34.28,1,1,LOW
1781,24.5,100.5,55.0,33.1,Wet,Grading,229.3,22.38,85.5,15.0,3.7,38.2,25.89,0,1,HIGH
1782,14.8,60.7,51.8,21.0,Frozen,Grading,282.8,22.76,107.3,0.0,0.0,22.7,12.37,0,1,HIGH
1783,19.5,80.0,81.4,5.5,Muddy,Grading,65.7,28.81,31.5,48.5,11.8,23.6,9.43,1,1,MEDIUM
1784,40.7,166.9,67.3,17.4,Muddy,Demolition,101.4,32.54,55.0,111.9,27.3,43.6,27.33,1,1,LOW
1785,68.1,279.2,58.7,27.1,Dry,Earth Excavation,172.8,23.41,67.4,211.8,51.7,101.4,21.85,1,1,LOW
1786,85.6,351.0,51.6,8.3,Muddy,Material Loading,169.6,23.02,65.1,285.9,69.7,129.6,19.15,1,1,LOW
1787,53.0,217.3,94.3,21.4,Frozen,Earth Excavation,104.5,31.18,54.3,163.0,39.8,59.2,30.49,1,1,LOW
1788,30.6,125.5,59.7,34.8,Dry,Demolition,118.1,26.49,52.1,73.4,17.9,40.3,10.18,1,1,LOW
1789,38.4,157.4,97.4,23.6,Dry,Compaction,275.9,23.92,110.0,47.4,11.6,55.9,31.64,1,1,LOW
1790,62.7,257.1,63.3,21.9,Dry,Demolition,98.0,26.95,44.0,213.1,52.0,81.1,23.71,1,1,LOW
1791,22.0,90.2,75.0,35.0,Wet,Grading,112.2,25.43,47.6,42.6,10.4,30.1,3.45,1,1,MEDIUM
1792,52.9,216.9,84.7,30.6,Frozen,Demolition,239.2,33.95,135.3,81.6,19.9,54.3,18.61,1,1,LOW
1793,76.0,311.6,95.5,21.9,Muddy,Grading,129.9,30.16,65.3,246.3,60.1,87.8,37.02,1,1,LOW
1794,92.3,378.4,49.1,13.2,Frozen,Compaction,196.7,19.93,65.3,313.1,76.4,161.4,45.3,1,1,LOW
1795,85.6,351.0,79.7,12.8,Frozen,Earth Excavation,216.8,28.72,103.8,247.2,60.3,103.9,8.34,1,1,LOW
1796,57.9,237.4,67.7,16.0,Muddy,Demolition,222.2,33.01,122.2,115.2,28.1,61.1,39.01,1,1,LOW
1797,60.5,248.0,94.5,28.4,Wet,Grading,96.6,27.96,45.0,203.0,49.5,75.4,14.45,1,1,LOW
1798,36.8,150.9,82.3,43.1,Frozen,Material Loading,47.3,27.2,21.4,129.5,31.6,47.2,33.49,1,1,LOW
1799,79.8,327.2,70.5,24.6,Muddy,Grading,164.6,26.85,73.7,253.5,61.8,103.6,16.53,1,1,LOW
1800,44.5,182.4,91.9,10.4,Muddy,Trenching,73.8,34.02,41.8,140.6,34.3,45.6,21.64,1,1,LOW
1801,77.3,316.9,46.0,31.6,Dry,Trenching,152.2,22.73,57.7,259.2,63.2,118.5,10.4,1,1,LOW
1802,95.1,389.9,52.9,43.1,Muddy,Trenching,176.2,29.41,86.4,303.5,74.0,112.7,35.23,1,1,LOW
1803,47.3,193.9,43.9,32.9,Dry,Material Loading,269.7,18.37,82.6,111.3,27.1,89.7,14.06,1,1,LOW
1804,18.4,75.4,75.2,17.3,Dry,Trenching,46.3,27.52,21.2,54.2,13.2,23.3,32.95,1,0,MEDIUM
1805,59.4,243.5,96.8,17.6,Frozen,Earth Excavation,60.0,31.02,31.0,212.5,51.8,66.7,6.41,1,1,LOW
1806,75.7,310.4,57.2,10.8,Muddy,Grading,104.3,24.14,42.0,268.4,65.5,109.3,28.97,1,1,LOW
1807,32.7,134.1,69.7,37.3,Dry,Compaction,230.4,20.31,78.0,56.1,13.7,56.1,38.74,1,1,LOW
1808,55.9,229.2,81.7,32.9,Wet,Compaction,127.0,22.34,47.3,181.9,44.4,87.2,41.51,1,1,LOW
1809,19.8,81.2,60.0,15.2,Dry,Grading,84.7,21.51,30.4,50.8,12.4,32.1,33.0,1,0,MEDIUM
1810,19.5,80.0,55.0,25.9,Frozen,Compaction,131.5,20.96,45.9,34.1,8.3,32.4,12.03,0,1,HIGH
1811,14.0,57.4,41.5,43.9,Dry,Earth Excavation,55.0,23.16,21.2,36.2,8.8,21.1,43.61,0,0,CRITICAL
1812,46.4,190.2,77.6,42.4,Muddy,Earth Excavation,88.2,32.43,47.7,142.5,34.8,49.9,43.08,1,1,LOW
1813,99.5,407.9,58.2,42.8,Wet,Material Loading,220.2,23.29,85.5,322.4,78.6,148.9,44.2,1,1,LOW
1814,24.5,100.5,73.7,38.8,Frozen,Earth Excavation,258.2,28.68,123.4,0.0,0.0,29.8,17.48,0,1,HIGH
1815,37.3,152.9,92.9,10.2,Muddy,Grading,61.5,29.78,30.5,122.4,29.9,43.6,46.47,1,0,LOW
1816,27.2,111.5,57.3,20.3,Muddy,Material Loading,248.9,24.06,99.8,11.7,2.9,39.4,28.44,0,1,HIGH
1817,73.3,300.5,66.6,10.1,Dry,Earth Excavation,111.3,24.33,45.1,255.4,62.3,105.0,30.34,1,1,LOW
1818,57.3,234.9,55.6,32.8,Dry,Earth Excavation,151.3,23.46,59.2,175.7,42.9,85.1,3.09,1,1,LOW
1819,6.5,26.7,67.2,35.7,Muddy,Earth Excavation,225.9,29.02,109.3,0.0,0.0,7.8,29.42,0,0,CRITICAL
1820,62.0,254.2,59.5,33.4,Frozen,Compaction,237.9,21.35,84.7,169.5,41.3,101.2,13.84,1,1,LOW
1821,19.1,78.3,68.7,5.1,Frozen,Trenching,196.9,29.34,96.3,0.0,0.0,22.7,43.78,0,0,CRITICAL
1822,58.1,238.2,76.9,42.3,Dry,Grading,48.8,24.77,20.1,218.1,53.2,81.7,7.76,1,1,LOW
1823,25.5,104.5,93.8,41.8,Muddy,Demolition,102.0,39.1,66.5,38.0,9.3,22.7,35.99,0,0,CRITICAL
1824,8.4,34.4,55.4,13.3,Muddy,Material Loading,286.9,23.88,114.2,0.0,0.0,12.2,42.36,0,0,CRITICAL
1825,55.4,227.1,51.2,16.1,Muddy,Earth Excavation,199.9,27.12,90.4,136.7,33.3,71.2,33.02,1,1,LOW
1826,87.8,360.0,49.3,34.7,Muddy,Earth Excavation,124.6,26.04,54.1,305.9,74.6,117.5,26.02,1,1,LOW
1827,19.9,81.6,55.7,10.1,Wet,Demolition,100.7,26.85,45.1,36.5,8.9,25.8,25.31,0,1,HIGH
1828,58.8,241.1,63.9,42.2,Muddy,Trenching,70.3,31.05,36.4,204.7,49.9,66.0,27.0,1,1,LOW
1829,80.7,330.9,42.4,29.7,Muddy,Compaction,292.1,20.77,101.1,229.8,56.0,135.4,7.72,1,1,LOW
1830,8.6,35.3,44.5,36.4,Dry,Grading,178.3,19.36,57.5,0.0,0.0,15.5,44.05,0,0,CRITICAL
1831,20.2,82.8,75.6,40.3,Dry,Trenching,210.8,28.01,98.4,0.0,0.0,25.1,8.04,0,1,HIGH
1832,90.6,371.5,46.8,6.0,Frozen,Compaction,121.5,20.43,41.4,330.1,80.5,154.6,20.13,1,1,LOW
1833,22.1,90.6,77.7,17.5,Wet,Earth Excavation,212.5,29.01,102.7,0.0,0.0,26.5,16.27,0,1,HIGH
1834,92.3,378.4,89.2,17.9,Wet,Trenching,270.0,31.39,141.3,237.1,57.8,102.5,22.92,1,1,LOW
1835,83.6,342.8,56.1,9.8,Dry,Grading,185.3,20.62,63.7,279.1,68.1,141.3,13.87,1,1,LOW
1836,80.1,328.4,60.3,14.7,Dry,Compaction,240.0,19.18,76.7,251.7,61.4,145.5,47.74,1,1,LOW
1837,89.5,366.9,84.4,33.1,Wet,Trenching,26.2,29.66,13.0,353.9,86.3,105.1,25.62,1,1,LOW
1838,32.5,133.2,93.8,11.1,Dry,Demolition,161.1,31.17,83.7,49.5,12.1,36.3,41.99,1,0,LOW
1839,65.2,267.3,72.3,42.0,Muddy,Trenching,77.3,33.57,43.2,224.1,54.7,67.7,47.47,1,1,LOW
1840,65.3,267.7,43.5,8.1,Muddy,Grading,174.4,24.1,70.1,197.6,48.2,94.4,28.86,1,1,LOW
1841,75.5,309.6,97.5,16.0,Wet,Trenching,110.5,30.85,56.8,252.8,61.7,85.3,38.28,1,1,LOW
1842,69.3,284.1,65.9,29.3,Dry,Compaction,163.9,19.74,53.9,230.2,56.1,122.3,24.02,1,1,LOW
1843,54.0,221.4,55.2,38.7,Frozen,Material Loading,56.2,22.78,21.3,200.1,48.8,82.6,12.38,1,1,LOW
1844,92.0,377.2,57.4,15.6,Wet,Material Loading,291.0,21.6,104.8,272.4,66.4,148.4,42.34,1,1,LOW
1845,63.3,259.5,85.9,35.7,Frozen,Material Loading,224.9,27.15,101.8,157.7,38.5,81.2,29.39,1,1,LOW
1846,10.3,42.2,61.4,7.5,Wet,Material Loading,252.1,22.34,93.9,0.0,0.0,16.1,42.29,0,0,CRITICAL
1847,11.6,47.6,78.9,25.0,Dry,Earth Excavation,245.5,25.08,102.6,0.0,0.0,16.1,11.22,0,1,HIGH
1848,76.2,312.4,75.3,20.8,Wet,Compaction,275.2,22.52,103.3,209.1,51.0,117.9,2.19,1,1,LOW
1849,25.7,105.4,67.5,22.0,Wet,Material Loading,73.3,22.88,28.0,77.4,18.9,39.2,40.23,1,0,LOW
1850,89.3,366.1,60.6,38.6,Muddy,Grading,128.0,25.97,55.4,310.7,75.8,119.8,35.35,1,1,LOW
1851,50.9,208.7,64.7,28.1,Wet,Grading,139.1,23.86,55.3,153.4,37.4,74.3,38.0,1,1,LOW
1852,48.0,196.8,75.1,44.5,Wet,Trenching,84.9,30.29,42.9,153.9,37.5,55.2,9.26,1,1,LOW
1853,47.7,195.6,62.5,13.2,Dry,Demolition,144.1,27.74,66.6,129.0,31.5,59.9,30.58,1,1,LOW
1854,15.3,62.7,43.9,19.7,Dry,Material Loading,88.5,18.72,27.6,35.1,8.6,28.5,17.81,0,1,HIGH
1855,38.4,157.4,46.9,10.1,Muddy,Earth Excavation,215.0,25.22,90.4,67.0,16.3,53.0,46.6,1,1,LOW
1856,14.1,57.8,97.4,44.0,Muddy,Material Loading,50.2,31.65,26.5,31.3,7.6,15.5,36.18,0,0,CRITICAL
1857,79.0,323.9,76.2,29.4,Muddy,Demolition,40.5,33.85,22.8,301.1,73.4,81.3,7.9,1,1,LOW
1858,18.8,77.1,62.2,16.3,Wet,Trenching,27.2,26.85,12.2,64.9,15.8,24.4,28.53,1,0,MEDIUM
1859,57.4,235.3,57.7,42.7,Wet,Grading,289.1,24.34,117.3,118.0,28.8,82.2,17.83,1,1,LOW
1860,79.2,324.7,88.0,7.3,Dry,Grading,205.1,24.8,84.8,239.9,58.5,111.3,7.71,1,1,LOW
1861,28.1,115.2,41.0,39.7,Dry,Material Loading,238.9,19.81,78.9,36.3,8.9,49.4,36.28,0,1,HIGH
1862,46.6,191.1,64.8,16.3,Frozen,Grading,156.1,25.08,65.2,125.9,30.7,64.8,36.57,1,1,LOW
1863,17.4,71.3,90.0,38.1,Muddy,Material Loading,213.3,28.44,101.1,0.0,0.0,21.3,24.87,0,0,CRITICAL
1864,42.1,172.6,71.1,7.3,Muddy,Trenching,238.9,31.01,123.5,49.1,12.0,47.3,19.39,1,1,LOW
1865,20.9,85.7,63.9,33.7,Dry,Material Loading,228.7,21.47,81.8,3.9,1.0,33.9,42.97,0,0,CRITICAL
1866,81.0,332.1,47.4,21.6,Wet,Earth Excavation,34.7,24.25,14.0,318.1,77.6,116.4,3.69,1,1,LOW
1867,84.4,346.0,71.5,42.9,Wet,Grading,196.0,26.3,85.9,260.1,63.4,111.8,9.63,1,1,LOW
1868,41.6,170.6,94.0,42.4,Frozen,Trenching,193.6,34.83,112.4,58.2,14.2,41.6,32.09,1,1,LOW
1869,16.8,68.9,77.9,37.0,Dry,Material Loading,164.1,22.91,62.7,6.2,1.5,25.6,6.26,0,1,HIGH
1870,15.4,63.1,52.1,16.9,Muddy,Compaction,216.2,21.59,77.8,0.0,0.0,24.8,0.85,0,1,HIGH
1871,76.3,312.8,63.4,6.0,Wet,Demolition,62.3,28.67,29.8,283.0,69.0,92.7,25.77,1,1,LOW
1872,75.1,307.9,85.1,20.9,Dry,Grading,274.5,24.1,110.3,197.6,48.2,108.6,40.83,1,1,LOW
1873,46.9,192.3,91.4,6.4,Dry,Earth Excavation,77.6,27.22,35.2,157.1,38.3,60.0,41.47,1,1,LOW
1874,32.1,131.6,76.5,12.4,Muddy,Trenching,150.7,32.6,81.9,49.7,12.1,34.3,11.79,1,1,LOW
1875,20.5,84.0,89.3,23.8,Muddy,Earth Excavation,53.2,33.02,29.3,54.7,13.3,21.6,25.26,1,0,MEDIUM
1876,27.3,111.9,95.6,23.5,Dry,Demolition,65.9,32.58,35.8,76.1,18.6,29.2,9.58,1,1,LOW
1877,30.6,125.5,50.7,8.8,Muddy,Earth Excavation,230.9,26.08,100.4,25.1,6.1,40.9,14.47,0,1,HIGH
1878,22.4,91.8,60.6,20.0,Frozen,Grading,263.8,24.17,106.3,0.0,0.0,32.3,41.82,0,0,CRITICAL
1879,43.9,180.0,88.0,5.0,Muddy,Grading,92.7,28.79,44.5,135.5,33.0,53.1,20.93,1,1,LOW
